115 000 DH,Année-Modèle:2008,Kilométrage:150 000 - 159 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:Passat,Puissance fiscale:8 CV,-,"Type:Voitures, Offre", Marrakech,Numéro vérifié 
259 000 DH,Année-Modèle:2015,Kilométrage:50 000 - 54 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:CC,Puissance fiscale:8 CV,Secteur:hay_riad,"Type:Voitures, Offre", Rabat
48 000 DH,Année-Modèle:1999,Kilométrage:30 000 - 34 999,Type de carburant:Diesel,Marque:Renault,Modèle:Kangoo,Puissance fiscale:-,Secteur:toute_la_ville,"Type:Voitures, Offre", Larache
180 000 DH,Année-Modèle:1986,Kilométrage:180 000 - 189 999,Type de carburant:Diesel,Marque:Renault,Modèle:R11,Puissance fiscale:6 CV,Secteur:bernoussi,"Type:Voitures, Offre", Casablanca
3 300 DH,Année-Modèle:1994,Kilométrage:10 000 - 14 999,Type de carburant:Diesel,Marque:Peugeot,Modèle:306,Puissance fiscale:8 CV,-,"Type:Voitures, Offre", Casablanca,Numéro vérifié 
50 000 DH,Année-Modèle:2008,Kilométrage:5 000 - 9 999,Type de carburant:Essence,Marque:Kia,Modèle:Picanto,Puissance fiscale:-,Secteur:el_houda,"Type:Voitures, Offre", Agadir
54 000 DH,Année-Modèle:2002,Kilométrage:300 000 - 349 999,Type de carburant:Diesel,Marque:Land Rover,Modèle:Freelander,Puissance fiscale:8 CV,-,"Type:Voitures, Offre", Marrakech,Numéro vérifié 
83 000 DH,Année-Modèle:2017,Kilométrage:50 000 - 54 999,Type de carburant:Essence,Marque:Kia,Modèle:Picanto,Puissance fiscale:6 CV,Secteur:yacoub_el_mansour,"Type:Voitures, Offre", Rabat
20 000 DH,Année-Modèle:1994,Kilométrage:0 - 4 999,Type de carburant:Essence,Marque:Peugeot,Modèle:205,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Kénitra,Numéro vérifié 
100 000 DH,Année-Modèle:2017,Kilométrage:90 000 - 94 999,Type de carburant:Diesel,Marque:Fiat,Modèle:Punto,Puissance fiscale:5 CV,Secteur:massira_1,"Type:Voitures, Offre", Marrakech
108 000 DH,Année-Modèle:2009,Kilométrage:140 000 - 149 999,Type de carburant:Diesel,Marque:Honda,Modèle:Accord,Puissance fiscale:9 CV,Secteur:belvedere,"Type:Voitures, Offre", Casablanca,Numéro vérifié 
88 000 DH,Année-Modèle:2016,Kilométrage:80 000 - 84 999,Type de carburant:Diesel,Marque:Dacia,Modèle:Logan,Puissance fiscale:6 CV,Secteur:autre_secteur,"Type:Voitures, Offre", Rabat
99 000 DH,Année-Modèle:2016,Kilométrage:60 000 - 64 999,Type de carburant:Diesel,Marque:Dacia,Modèle:Duster,Puissance fiscale:6 CV,Secteur:ain_borja,"Type:Voitures, Offre", Casablanca
83 000 DH,Année-Modèle:2013,Kilométrage:80 000 - 84 999,Type de carburant:Diesel,Marque:Citroen,Modèle:C3,Puissance fiscale:6 CV,Secteur:autre_secteur,"Type:Voitures, Offre", Rabat,Numéro vérifié 
78 000 DH,Année-Modèle:2006,Kilométrage:140 000 - 149 999,Type de carburant:Diesel,Marque:Kia,Modèle:Sorento,Puissance fiscale:8 CV,-,"Type:Voitures, Offre", Agadir,Numéro vérifié 
97 000 DH,Année-Modèle:2002,Kilométrage:160 000 - 169 999,Type de carburant:Diesel,Marque:Land Rover,Modèle:other,Puissance fiscale:-,Secteur:amsernate,"Type:Voitures, Offre", Agadir
468 000 DH,Année-Modèle:2015,Kilométrage:100 000 - 109 999,Type de carburant:Diesel,Marque:Audi,Modèle:Q5,Puissance fiscale:6 CV,Secteur:ain_borja,"Type:Voitures, Offre", Casablanca
26 000 DH,Année-Modèle:1988,Kilométrage:35 000 - 39 999,Type de carburant:Essence,Marque:Peugeot,Modèle:405,Puissance fiscale:9 CV,-,"Type:Voitures, Offre", Rabat
39 000 DH,Année-Modèle:2005,Kilométrage:120 000 - 129 999,Type de carburant:Diesel,Marque:Ssangyong,Modèle:Rexton,Puissance fiscale:11 CV,-,"Type:Voitures, Offre", Rabat

85 000 DH,Année-Modèle:2016,Kilométrage:110 000 - 119 999,Type de carburant:Essence,Marque:Ford,Modèle:Fiesta,Puissance fiscale:-,Secteur:autre_secteur,"Type:Voitures, Offre", Oujda
83 000 DH,Année-Modèle:2007,Kilométrage:250 000 - 299 999,Type de carburant:Diesel,Marque:Nissan,Modèle:Pathfinder,Puissance fiscale:-,Secteur:autre_secteur,"Type:Voitures, Offre", Rabat
125 000 DH,Année-Modèle:2008,Kilométrage:200 000 - 249 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:Caddy,Puissance fiscale:-,Secteur:centre_ville,"Type:Voitures, Offre", Nador
34 000 DH,Année-Modèle:1998,Kilométrage:15 000 - 19 999,Type de carburant:Diesel,Marque:Peugeot,Modèle:306,Puissance fiscale:8 CV,-,"Type:Voitures, Offre", Salé
70 000 DH,Année-Modèle:2006,Kilométrage:180 000 - 189 999,Type de carburant:Diesel,Marque:Renault,Modèle:Kangoo,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Casablanca
119 000 DH,Année-Modèle:2016,Kilométrage:55 000 - 59 999,Type de carburant:Diesel,Marque:Renault,Modèle:Clio,Puissance fiscale:6 CV,Secteur:riyad_extension,"Type:Voitures, Offre", Rabat,Numéro vérifié 
77 000 DH,Année-Modèle:2008,Kilométrage:130 000 - 139 999,Type de carburant:Diesel,Marque:Peugeot,Modèle:207,Puissance fiscale:-,-,"Type:Voitures, Offre", Oujda
105 000 DH,Année-Modèle:2011,Kilométrage:95 000 - 99 999,Type de carburant:Diesel,Marque:Opel,Modèle:Insignia,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Casablanca
229 000 DH,Année-Modèle:2013,Kilométrage:150 000 - 159 999,Type de carburant:Diesel,Marque:Land Rover,Modèle:Range Rover Evoque,Puissance fiscale:-,Secteur:autre_secteur,"Type:Voitures, Offre", Rabat
195 000 DH,Année-Modèle:2012,Kilométrage:130 000 - 139 999,Type de carburant:Diesel,Marque:Jaguar,Modèle:XF,Puissance fiscale:9 CV,Secteur:ain_diab,"Type:Voitures, Offre", Casablanca
83 000 DH,Année-Modèle:2013,Kilométrage:25 000 - 29 999,Type de carburant:Diesel,Marque:Dacia,Modèle:Logan,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Marrakech
115 000 DH,Année-Modèle:2008,Kilométrage:250 000 - 299 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:Touareg,Puissance fiscale:11 CV,Secteur:hay_dakhla,"Type:Voitures, Offre", Agadir
275 000 DH,Année-Modèle:2015,Kilométrage:90 000 - 94 999,Type de carburant:Diesel,Marque:Mercedes-Benz,Modèle:Classe E,Puissance fiscale:9 CV,Secteur:ain_sebaa,"Type:Voitures, Offre", Casablanca
275 000 DH,Année-Modèle:2016,Kilométrage:20 000 - 24 999,Type de carburant:Diesel,Marque:Hyundai,Modèle:Tucson,Puissance fiscale:8 CV,Secteur:el_matar,"Type:Voitures, Offre", Safi
120 000 DH,Année-Modèle:2016,Kilométrage:95 000 - 99 999,Type de carburant:Diesel,Marque:Hyundai,Modèle:Accent,Puissance fiscale:-,-,"Type:Voitures, Offre", Casablanca
158 000 DH,Année-Modèle:2017,Kilométrage:50 000 - 54 999,Type de carburant:Diesel,Marque:Dacia,Modèle:Duster,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Casablanca
13 000 DH,Année-Modèle:1986,Kilométrage:160 000 - 169 999,Type de carburant:Essence,Marque:Peugeot,Modèle:205,Puissance fiscale:8 CV,Secteur:bernoussi,"Type:Voitures, Offre", Casablanca
137 000 DH,Année-Modèle:2016,Kilométrage:65 000 - 69 999,Type de carburant:Diesel,Marque:Dacia,Modèle:Duster,Puissance fiscale:6 CV,Secteur:targa,"Type:Voitures, Offre", Marrakech
150 000 DH,Année-Modèle:2007,Kilométrage:160 000 - 169 999,Type de carburant:Diesel,Marque:Mercedes-Benz,Modèle:Classe C,Puissance fiscale:9 CV,-,"Type:Voitures, Offre", Fès
280 000 DH,Année-Modèle:2014,Kilométrage:110 000 - 119 999,Type de carburant:Diesel,Marque:Audi,Modèle:A3,Puissance fiscale:8 CV,-,"Type:Voitures, Offre", Casablanca,Numéro vérifié 
92 000 DH,Année-Modèle:2014,Kilométrage:75 000 - 79 999,Type de carburant:Diesel,Marque:Dacia,Modèle:Dokker,Puissance fiscale:-,Secteur:ain_chock,"Type:Voitures, Offre", Casablanca
98 000 DH,Année-Modèle:2015,Kilométrage:100 000 - 109 999,Type de carburant:Diesel,Marque:Renault,Modèle:Clio,Puissance fiscale:6 CV,Secteur:mers_sultan,"Type:Voitures, Offre", Casablanca,Numéro vérifié 
140 000 DH,Année-Modèle:2012,Kilométrage:160 000 - 169 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:GOLF 6,Puissance fiscale:6 CV,Secteur:plateau,"Type:Voitures, Offre", Safi
50 000 DH,Année-Modèle:1987,Kilométrage:55 000 - 59 999,Type de carburant:Diesel,Marque:Mercedes-Benz,Modèle:250,Puissance fiscale:-,Secteur:sidi_bouzekri,"Type:Voitures, Offre", Meknès
95 000 DH,Année-Modèle:2010,Kilométrage:110 000 - 119 999,Type de carburant:Diesel,Marque:Toyota,Modèle:Corolla,Puissance fiscale:5 CV,Secteur:hay_el_fath,"Type:Voitures, Offre", Rabat
71 000 DH,Année-Modèle:2011,Kilométrage:110 000 - 119 999,Type de carburant:Diesel,Marque:Renault,Modèle:Symbol,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Tanger,Numéro vérifié 
21 000 DH,Année-Modèle:1996,Kilométrage:160 000 - 169 999,Type de carburant:Essence,Marque:Fiat,Modèle:Uno,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Temara
48 000 DH,Année-Modèle:2002,Kilométrage:180 000 - 189 999,Type de carburant:Diesel,Marque:Peugeot,Modèle:Partner,Puissance fiscale:-,Secteur:toute_la_ville,"Type:Voitures, Offre", Youssoufia
50 000 DH,Année-Modèle:2008,Kilométrage:80 000 - 84 999,Type de carburant:Essence,Marque:Citroen,Modèle:C3,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Fès
78 000 DH,Année-Modèle:2011,Kilométrage:190 000 - 199 999,Type de carburant:Diesel,Marque:Renault,Modèle:Kangoo,Puissance fiscale:6 CV,Secteur:el_bassatine,"Type:Voitures, Offre", Meknès
36 000 DH,Année-Modèle:1994,Kilométrage:0 - 4 999,Type de carburant:Diesel,Marque:Peugeot,Modèle:306,Puissance fiscale:8 CV,-,"Type:Voitures, Offre", Khemisset,Numéro vérifié 
123 000 DH,Année-Modèle:2015,Kilométrage:100 000 - 109 999,Type de carburant:Diesel,Marque:Dacia,Modèle:Duster,Puissance fiscale:6 CV,Secteur:guich_oudaya,"Type:Voitures, Offre", Rabat
130 000 DH,Année-Modèle:2013,Kilométrage:160 000 - 169 999,Type de carburant:Diesel,Marque:Peugeot,Modèle:508,Puissance fiscale:8 CV,-,"Type:Voitures, Offre", Rabat,Numéro vérifié 
51 000 DH,Année-Modèle:2002,Kilométrage:20 000 - 24 999,Type de carburant:Diesel,Marque:Peugeot,Modèle:307,Puissance fiscale:-,Secteur:mesnana,"Type:Voitures, Offre", Tanger
62 000 DH,Année-Modèle:2008,Kilométrage:150 000 - 159 999,Type de carburant:Diesel,Marque:Dacia,Modèle:Logan,Puissance fiscale:7 CV,-,"Type:Voitures, Offre", Tanger
88 000 DH,Année-Modèle:2007,Kilométrage:250 000 - 299 999,Type de carburant:Diesel,Marque:Nissan,Modèle:X-Trail,Puissance fiscale:8 CV,Secteur:hay_dakhla,"Type:Voitures, Offre", Agadir
29 000 DH,Année-Modèle:1999,Kilométrage:25 000 - 29 999,Type de carburant:Diesel,Marque:Renault,Modèle:EXPRESS,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Salé,Numéro vérifié 
150 000 DH,Année-Modèle:2010,Kilométrage:100 000 - 109 999,Type de carburant:Diesel,Marque:Kia,Modèle:Sportage,Puissance fiscale:8 CV,Secteur:agdal,"Type:Voitures, Offre", Rabat
105 000 DH,Année-Modèle:2008,Kilométrage:160 000 - 169 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:Touareg,Puissance fiscale:11 CV,-,"Type:Voitures, Offre", Casablanca,Numéro vérifié 
89 000 DH,Année-Modèle:2015,Kilométrage:100 000 - 109 999,Type de carburant:Diesel,Marque:Dacia,Modèle:Dokker,Puissance fiscale:6 CV,Secteur:el_bassatine,"Type:Voitures, Offre", Meknès
62 000 DH,Année-Modèle:2010,Kilométrage:110 000 - 119 999,Type de carburant:Essence,Marque:Fiat,Modèle:GRANDE PUNTO,Puissance fiscale:7 CV,-,"Type:Voitures, Offre", Marrakech,Numéro vérifié 
49 000 DH,Année-Modèle:2000,Kilométrage:250 000 - 299 999,Type de carburant:Diesel,Marque:Renault,Modèle:Clio,Puissance fiscale:7 CV,Secteur:bernoussi,"Type:Voitures, Offre", Casablanca,Numéro vérifié 
69 000 DH,Année-Modèle:2007,Kilométrage:200 000 - 249 999,Type de carburant:Diesel,Marque:Toyota,Modèle:Corolla,Puissance fiscale:6 CV,Secteur:autre_secteur,"Type:Voitures, Offre", Mohammedia,Numéro vérifié 
150 000 DH,Année-Modèle:2011,Kilométrage:190 000 - 199 999,Type de carburant:Diesel,Marque:Nissan,Modèle:Qashqai,Puissance fiscale:6 CV,Secteur:autre_secteur,"Type:Voitures, Offre", Casablanca
85 000 DH,Année-Modèle:2016,Kilométrage:70 000 - 74 999,Type de carburant:Essence,Marque:Ford,Modèle:Fiesta,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Tanger
34 500 DH,Année-Modèle:1995,Kilométrage:190 000 - 199 999,Type de carburant:Essence,Marque:Renault,Modèle:19,Puissance fiscale:-,-,"Type:Voitures, Offre", Casablanca
65 000 DH,Année-Modèle:2003,Kilométrage:0 - 4 999,Type de carburant:Diesel,Marque:Toyota,Modèle:Prado,Puissance fiscale:12 CV,Secteur:ben_dibane,"Type:Voitures, Offre", Tanger
50 000 DH,Année-Modèle:1999,Kilométrage:180 000 - 189 999,Type de carburant:Diesel,Marque:Renault,Modèle:Megane,Puissance fiscale:7 CV,-,"Type:Voitures, Offre", Fès
425 000 DH,Année-Modèle:2015,Kilométrage:60 000 - 64 999,Type de carburant:Diesel,Marque:Audi,Modèle:Q5,Puissance fiscale:12 CV,Secteur:racine,"Type:Voitures, Offre", Casablanca
62 000 DH,Année-Modèle:2008,Kilométrage:90 000 - 94 999,Type de carburant:Essence,Marque:Peugeot,Modèle:207,Puissance fiscale:-,-,"Type:Voitures, Offre", Rabat
119 000 DH,Année-Modèle:2010,Kilométrage:160 000 - 169 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:Touareg,Puissance fiscale:9 CV,Secteur:2_mars,"Type:Voitures, Offre", Casablanca
46 000 DH,Année-Modèle:2007,Kilométrage:160 000 - 169 999,Type de carburant:Essence,Marque:Kia,Modèle:Picanto,Puissance fiscale:-,Secteur:oulfa,"Type:Voitures, Offre", Casablanca,Numéro vérifié 
22 000 DH,Année-Modèle:2001,Kilométrage:160 000 - 169 999,Type de carburant:Diesel,Marque:Citroen,Modèle:C3,Puissance fiscale:4 CV,Secteur:cite_adrar,"Type:Voitures, Offre", Agadir
65 000 DH,Année-Modèle:2006,Kilométrage:200 000 - 249 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:Polo,Puissance fiscale:8 CV,Secteur:hay_dakhla,"Type:Voitures, Offre", Agadir
85 000 DH,Année-Modèle:2012,Kilométrage:160 000 - 169 999,Type de carburant:Diesel,Marque:Hyundai,Modèle:Accent,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Casablanca
58 000 DH,Année-Modèle:2006,Kilométrage:15 000 - 19 999,Type de carburant:Diesel,Marque:Citroen,Modèle:Berlingo,Puissance fiscale:-,Secteur:maarif,"Type:Voitures, Offre", Casablanca
120 000 DH,Année-Modèle:2008,Kilométrage:200 000 - 249 999,Type de carburant:Diesel,Marque:Audi,Modèle:A3,Puissance fiscale:8 CV,Secteur:hay_dakhla,"Type:Voitures, Offre", Agadir
380 000 DH,Année-Modèle:2017,Kilométrage:30 000 - 34 999,Type de carburant:Diesel,Marque:Land Rover,Modèle:Range Rover Evoque,Puissance fiscale:8 CV,Secteur:centre_ville,"Type:Voitures, Offre", Agadir
132 000 DH,Année-Modèle:2014,Kilométrage:95 000 - 99 999,Type de carburant:Diesel,Marque:Peugeot,Modèle:308,Puissance fiscale:6 CV,Secteur:narjis,"Type:Voitures, Offre", Fès
380 000 DH,Année-Modèle:2018,Kilométrage:0 - 4 999,Type de carburant:Diesel,Marque:Nissan,Modèle:X-Trail,Puissance fiscale:6 CV,Secteur:hay_el_fath,"Type:Voitures, Offre", Rabat
64 000 DH,Année-Modèle:2007,Kilométrage:200 000 - 249 999,Type de carburant:Diesel,Marque:Toyota,Modèle:Avensis,Puissance fiscale:8 CV,-,"Type:Voitures, Offre", Agadir
210 000 DH,Année-Modèle:2016,Kilométrage:80 000 - 84 999,Type de carburant:Diesel,Marque:Hyundai,Modèle:IX55,Puissance fiscale:8 CV,-,"Type:Voitures, Offre", Marrakech
91 000 DH,Année-Modèle:2013,Kilométrage:110 000 - 119 999,Type de carburant:Diesel,Marque:Dacia,Modèle:Dokker,Puissance fiscale:6 CV,Secteur:narjis,"Type:Voitures, Offre", Fès
40 000 DH,Année-Modèle:1993,Kilométrage:20 000 - 24 999,Type de carburant:Diesel,Marque:Peugeot,Modèle:205,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Meknès,Numéro vérifié 
95 000 DH,Année-Modèle:2008,Kilométrage:140 000 - 149 999,Type de carburant:Diesel,Marque:Honda,Modèle:CR-V,Puissance fiscale:8 CV,Secteur:branes_1,"Type:Voitures, Offre", Tanger
123 000 DH,Année-Modèle:2010,Kilométrage:160 000 - 169 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:GOLF 6,Puissance fiscale:-,-,"Type:Voitures, Offre", Marrakech
90 000 DH,Année-Modèle:2003,Kilométrage:350 000 - 399 999,Type de carburant:Diesel,Marque:Renault,Modèle:Master,Puissance fiscale:-,-,"Type:Voitures, Offre", El Jadida
105 000 DH,Année-Modèle:2017,Kilométrage:80 000 - 84 999,Type de carburant:Diesel,Marque:Dacia,Modèle:Sandero,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Marrakech
165 000 DH,Année-Modèle:2015,Kilométrage:100 000 - 109 999,Type de carburant:Diesel,Marque:Ford,Modèle:Focus,Puissance fiscale:6 CV,Secteur:hay_hassani,"Type:Voitures, Offre", Casablanca
89 000 DH,Année-Modèle:2014,Kilométrage:85 000 - 89 999,Type de carburant:Diesel,Marque:Fiat,Modèle:Doblo,Puissance fiscale:6 CV,Secteur:narjis,"Type:Voitures, Offre", Fès
57 000 DH,Année-Modèle:2012,Kilométrage:90 000 - 94 999,Type de carburant:Essence,Marque:Fiat,Modèle:Punto,Puissance fiscale:7 CV,-,"Type:Voitures, Offre", Casablanca
67 000 DH,Année-Modèle:2010,Kilométrage:130 000 - 139 999,Type de carburant:Essence,Marque:Citroen,Modèle:C4,Puissance fiscale:-,Secteur:autre_secteur,"Type:Voitures, Offre", Rabat
120 000 DH,Année-Modèle:2016,Kilométrage:50 000 - 54 999,Type de carburant:Diesel,Marque:Renault,Modèle:Clio,Puissance fiscale:-,-,"Type:Voitures, Offre", Marrakech
70 000 DH,Année-Modèle:2010,Kilométrage:190 000 - 199 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:GOLF 4,Puissance fiscale:8 CV,-,"Type:Voitures, Offre", Casablanca
52 000 DH,Année-Modèle:2002,Kilométrage:250 000 - 299 999,Type de carburant:Diesel,Marque:Volkswagen,Modèle:Polo,Puissance fiscale:8 CV,Secteur:oulfa,"Type:Voitures, Offre", Casablanca,Numéro vérifié 
255 000 DH,Année-Modèle:2011,Kilométrage:140 000 - 149 999,Type de carburant:Diesel,Marque:Mercedes-Benz,Modèle:220,Puissance fiscale:9 CV,-,"Type:Voitures, Offre", Rabat
56 000 DH,Année-Modèle:2018,Kilométrage:160 000 - 169 999,Type de carburant:Diesel,Marque:Ford,Modèle:Mondeo,Puissance fiscale:-,Secteur:val_fleuri,"Type:Voitures, Offre", Tanger
103 000 DH,Année-Modèle:2008,Kilométrage:100 000 - 109 999,Type de carburant:Diesel,Marque:Toyota,Modèle:RAV 4,Puissance fiscale:9 CV,Secteur:agdal,"Type:Voitures, Offre", Fès
78 900 DH,Année-Modèle:2014,Kilométrage:120 000 - 129 999,Type de carburant:Diesel,Marque:Renault,Modèle:Kangoo,Puissance fiscale:6 CV,Secteur:narjis,"Type:Voitures, Offre", Fès
52 500 DH,Année-Modèle:2013,Kilométrage:95 000 - 99 999,Type de carburant:Essence,Marque:Renault,Modèle:Clio,Puissance fiscale:7 CV,-,"Type:Voitures, Offre", Khénifra
115 000 DH,Année-Modèle:2015,Kilométrage:120 000 - 129 999,Type de carburant:Diesel,Marque:Renault,Modèle:Clio,Puissance fiscale:6 CV,Secteur:hay_dakhla,"Type:Voitures, Offre", Agadir
88 000 DH,Année-Modèle:2018,Kilométrage: 25 000 - 29 999,Type de carburant:Essence,Marque:Hyundai,Modèle:i 10,Puissance fiscale:6 CV,Secteur:hay_dakhla,"Type:Voitures, Offre", Agadir
83 000 DH,Année-Modèle:2012,Kilométrage:75 000 - 79 999,Type de carburant:Essence,Marque:Alfa Romeo,Modèle:Mito,Puissance fiscale:-,Secteur:autre_secteur,"Type:Voitures, Offre", Rabat
92 000 DH,Année-Modèle:2009,Kilométrage:130 000 - 139 999,Type de carburant:Essence,Marque:Honda,Modèle:Accord,Puissance fiscale:-,Secteur:habous,"Type:Voitures, Offre", Casablanca
10 000 DH,Année-Modèle:1992,Kilométrage:50 000 - 54 999,Type de carburant:Essence,Marque:Renault,Modèle:R9,Puissance fiscale:6 CV,-,"Type:Voitures, Offre", Sidi Bennour
